"dia";"hora";"valentina/002/humidity";"valentina/002/temperature"
"2013-04-12";"18:28:14";86.7;13.7
"2013-04-12";"18:23:13";86.7;13.7
"2013-04-12";"18:18:13";86.7;14.1
"2013-04-12";"18:13:12";86.8;14.3
"2013-04-12";"18:08:12";86.8;14.6
"2013-04-12";"18:03:11";86.8;14.9
"2013-04-12";"17:58:11";86.8;15.2
"2013-04-12";"17:53:10";86.6;15.4
"2013-04-12";"17:48:10";86.4;15.4
"2013-04-12";"17:43:10";86.5;15.4
"2013-04-12";"17:38:09";85.5;15.4
"2013-04-12";"17:33:09";78.3;17.7
"2013-04-12";"17:33:08";84.9;15.7
"2013-04-12";"17:28:08";83.7;15.9
"2013-04-12";"17:23:08";80.1;16.4
"2013-04-12";"17:18:07";77.9;16.8
"2013-04-12";"17:13:07";75.1;17.3
"2013-04-12";"17:08:06";72.9;17.7
"2013-04-12";"17:03:06";72.3;17.8
"2013-04-12";"16:58:05";74.8;17.2
"2013-04-12";"16:53:05";72.6;17.6
"2013-04-12";"16:48:05";65.3;21.2
"2013-04-12";"16:48:04";70;18.3
"2013-04-12";"16:43:04";64.3;19.6
"2013-04-12";"16:38:04";61.7;19.8
"2013-04-12";"16:33:03";45.5;23.8
"2013-04-12";"16:28:03";40.3;25.1
"2013-04-12";"16:25:53";;
"2013-04-12";"16:23:02";38.7;25.6
"2013-04-12";"16:18:02";33.6;27.4
"2013-04-12";"16:14:14";;
"2013-04-12";"16:13:01";40.2;26.1
"2013-04-12";"16:08:01";58.6;21
"2013-04-12";"16:03:00";58.9;21.1
"2013-04-12";"15:58:00";63.5;19.6
"2013-04-12";"15:52:59";62.9;19.6
"2013-04-12";"15:47:59";54.6;21.3
"2013-04-12";"15:42:59";50.5;24.2
"2013-04-12";"15:42:58";48.8;23
"2013-04-12";"15:37:58";58;20.1
"2013-04-12";"15:32:58";61.4;19.9
"2013-04-12";"15:27:57";65.5;19.1
"2013-04-12";"15:22:57";67.1;19
"2013-04-12";"15:17:56";69.8;18.4
"2013-04-12";"15:12:56";68;19.1
"2013-04-12";"15:07:55";62.1;20.1
"2013-04-12";"15:02:55";58.8;20.3
"2013-04-12";"14:58:22";;
"2013-04-12";"14:57:54";48.5;23.2
"2013-04-12";"14:52:54";38.2;26.8
"2013-04-12";"14:47:53";46.8;24.8
"2013-04-12";"14:42:53";40.9;26.1
"2013-04-12";"14:37:52";30.5;30.5
"2013-04-12";"14:32:52";32.1;29.5
"2013-04-12";"14:27:51";38.2;27.3
"2013-04-12";"14:24:21";;
"2013-04-12";"14:22:51";44.3;24.3
"2013-04-12";"14:17:50";57.1;21.2
"2013-04-12";"14:12:50";60.1;20.8
"2013-04-12";"14:07:50";56.3;23.1
"2013-04-12";"14:07:49";59;20.9
"2013-04-12";"14:02:49";44;22.8
"2013-04-12";"13:57:49";37.9;24.8
"2013-04-12";"13:52:48";33.7;27
"2013-04-12";"13:47:48";40.1;23.8
"2013-04-12";"13:42:47";36.8;23.7
"2013-04-12";"13:39:50";;
"2013-04-12";"13:37:47";30.2;28
"2013-04-12";"13:32:46";30.9;27.2
"2013-04-12";"13:27:46";25.8;32.1
"2013-04-12";"13:23:59";;
"2013-04-12";"13:22:45";34.3;26.3
"2013-04-12";"13:17:45";37.3;25.8
"2013-04-12";"13:12:44";38.6;24.7
"2013-04-12";"13:07:44";36.9;26.1
"2013-04-12";"13:02:43";39.8;25.8
"2013-04-12";"12:57:43";42.4;24.2
"2013-04-12";"12:52:43";48;23.2
"2013-04-12";"12:52:42";44.5;23
"2013-04-12";"12:47:42";49.8;22.3
"2013-04-12";"12:42:42";57.1;21.7
"2013-04-12";"12:42:41";54;21.4
"2013-04-12";"12:37:41";54.6;20.9
"2013-04-12";"12:32:41";55.2;20.6
"2013-04-12";"12:27:40";55.7;20.3
"2013-04-12";"12:22:40";54.9;20.2
"2013-04-12";"12:17:39";58.1;20.1
"2013-04-12";"12:12:39";59;19.5
"2013-04-12";"12:07:38";60.7;19.5
"2013-04-12";"12:02:38";63.7;18.8
"2013-04-12";"11:57:37";64.3;18.7
"2013-04-12";"11:52:37";52.9;20.1
"2013-04-12";"11:47:37";52;22
"2013-04-12";"11:47:36";48.5;20.7
"2013-04-12";"11:42:36";49.9;20.9
"2013-04-12";"11:37:36";51;20.6
"2013-04-12";"11:32:35";49.1;21
"2013-04-12";"11:27:35";47.5;22.3
"2013-04-12";"11:22:34";45.5;22.5
"2013-04-12";"11:17:34";47;23.6
"2013-04-12";"11:17:33";46;22.7
"2013-04-12";"11:12:33";46.3;22.5
"2013-04-12";"11:07:33";45.2;23.8
"2013-04-12";"11:07:32";46.1;22.6
"2013-04-12";"11:02:32";38;24.1
"2013-04-12";"10:57:32";38.7;26.4
"2013-04-12";"10:57:31";39.4;24.9
"2013-04-12";"10:52:31";45.3;24.2
"2013-04-12";"10:47:30";45.2;22.8
"2013-04-12";"10:42:30";41.6;24.4
"2013-04-12";"10:37:29";42.3;23.8
"2013-04-12";"10:32:29";44.5;23.3
"2013-04-12";"10:27:28";44.6;23.5
"2013-04-12";"10:22:28";44.7;23.1
"2013-04-12";"10:17:27";45;23.4
"2013-04-12";"10:12:27";37.8;26
"2013-04-12";"10:07:26";45.3;24.4
"2013-04-12";"10:02:26";44.7;22.8
"2013-04-12";"09:57:25";45;22.4
"2013-04-12";"09:52:25";41;23.5
"2013-04-12";"09:47:24";45.2;23.5
"2013-04-12";"09:42:24";45.9;23.1
"2013-04-12";"09:37:23";48.2;23
"2013-04-12";"09:32:23";46.7;22.8
"2013-04-12";"09:27:23";47.5;25.7
"2013-04-12";"09:27:22";52.7;23
"2013-04-12";"09:22:22";54.9;21.5
"2013-04-12";"09:17:22";57.4;20.9
"2013-04-12";"09:12:21";55.2;20.2
"2013-04-12";"09:07:21";59.5;20.8
"2013-04-12";"09:02:20";60.3;20.7
"2013-04-12";"08:57:20";59.6;20.2
"2013-04-12";"08:52:19";61.8;19.8
"2013-04-12";"08:47:19";62.4;19.4
"2013-04-12";"08:42:18";70.9;18
"2013-04-12";"08:37:18";72.8;17.9
"2013-04-12";"08:32:18";62.1;20.5
"2013-04-12";"08:32:17";70.3;17.3
"2013-04-12";"08:27:17";70.6;17.1
"2013-04-12";"08:22:17";74.3;16.4
"2013-04-12";"08:17:16";69.6;17
"2013-04-12";"08:12:16";72;17.3
"2013-04-12";"08:07:15";77.1;15.9
"2013-04-12";"08:02:15";74.1;16.7
"2013-04-12";"07:57:14";82.4;15
"2013-04-12";"07:52:14";76.3;15.7
"2013-04-12";"07:47:13";76.9;15.6
"2013-04-12";"07:42:13";86.6;14.1
"2013-04-12";"07:37:12";86.5;12.8
"2013-04-12";"07:32:12";86.4;12.6
"2013-04-12";"07:27:12";82.2;13.9
"2013-04-12";"07:27:11";86.4;12.3
"2013-04-12";"07:22:11";86.4;12
"2013-04-12";"07:17:11";82.2;13.5
"2013-04-12";"07:17:10";86.4;11.9
"2013-04-12";"07:12:10";86.3;11.4
"2013-04-12";"07:07:10";86.3;11
"2013-04-12";"07:02:09";86.3;11.3
"2013-04-12";"06:57:09";86.2;10.8
"2013-04-12";"06:52:08";86.2;10.8
"2013-04-12";"06:47:08";86.2;10.6
"2013-04-12";"06:42:32";;
"2013-04-12";"06:42:07";86.1;10.1
"2013-04-12";"06:37:07";86.1;9.8
"2013-04-12";"06:32:06";86;9.3
"2013-04-12";"06:27:06";85.9;8.5
"2013-04-12";"06:22:05";85.9;8.4
"2013-04-12";"06:17:05";85.9;8.4
"2013-04-12";"06:12:05";81.7;10
"2013-04-12";"06:12:04";85.9;8.2
"2013-04-12";"06:07:04";85.9;8.2
"2013-04-12";"06:02:04";85.9;8.2
"2013-04-12";"05:57:03";85.9;8.3
"2013-04-12";"05:52:03";86;8.3
"2013-04-12";"05:47:02";86;8.6
"2013-04-12";"05:42:02";86;8.7
"2013-04-12";"05:37:02";81.8;10.2
"2013-04-12";"05:37:01";86;9
"2013-04-12";"05:32:01";86;8.9
"2013-04-12";"05:27:01";86;8.7
"2013-04-12";"05:22:00";86;8.6
"2013-04-12";"05:17:00";86;8.7
"2013-04-12";"05:11:59";86;8.5
"2013-04-12";"05:06:59";86;9
"2013-04-12";"05:01:58";86;8.8
"2013-04-12";"04:56:58";86;8.7
"2013-04-12";"04:51:57";86;8.5
"2013-04-12";"04:46:57";86;9.1
"2013-04-12";"04:41:57";81.8;10.7
"2013-04-12";"04:41:56";86;9
"2013-04-12";"04:36:56";86;9.3
"2013-04-12";"04:31:56";86.1;9.6
"2013-04-12";"04:26:55";86.1;9.8
"2013-04-12";"04:21:55";86.1;9.9
"2013-04-12";"04:16:54";86.1;9.9
"2013-04-12";"04:11:54";86.1;9.9
"2013-04-12";"04:06:53";86.1;9.7
"2013-04-12";"04:01:53";86;9.7
"2013-04-12";"03:56:52";86;9.3
"2013-04-12";"03:51:52";86;9.2
"2013-04-12";"03:46:52";86;8.8
"2013-04-12";"03:41:51";86;9.2
"2013-04-12";"03:36:51";86;9.5
"2013-04-12";"03:31:50";86;9.5
"2013-04-12";"03:26:50";86;9.5
"2013-04-12";"03:21:49";86;9.5
"2013-04-12";"03:16:49";86;9.4
"2013-04-12";"03:11:48";86;9.5
"2013-04-12";"03:06:48";86.1;9.6
"2013-04-12";"03:01:48";81.9;11.5
"2013-04-12";"03:01:47";86.1;9.7
"2013-04-12";"02:56:47";86.1;9.7
"2013-04-12";"02:51:47";86.1;10
"2013-04-12";"02:46:46";86.1;10.2
"2013-04-12";"02:41:46";86.2;10.3
"2013-04-12";"02:39:42";;
"2013-04-12";"02:36:45";86.2;10.6
"2013-04-12";"02:31:45";86.3;10.9
"2013-04-12";"02:26:44";86.3;11.1
"2013-04-12";"02:21:44";86.3;11.3
"2013-04-12";"02:16:43";86.3;11.3
"2013-04-12";"02:11:43";86.3;11.4
"2013-04-12";"02:06:43";82.1;12.8
"2013-04-12";"02:06:42";86.3;11.6
"2013-04-12";"02:01:42";86.3;11.5
"2013-04-12";"01:56:42";86.3;11.6
"2013-04-12";"01:51:41";86.3;11.6
"2013-04-12";"01:46:41";86.3;11.5
"2013-04-12";"01:41:40";86.3;11.5
"2013-04-12";"01:36:40";86.3;11.5
"2013-04-12";"01:31:39";86.3;11.6
"2013-04-12";"01:26:39";86.3;11.5
"2013-04-12";"01:21:39";82;12.6
"2013-04-12";"01:21:38";86.3;11.5
"2013-04-12";"01:16:38";86.3;11.6
"2013-04-12";"01:11:37";86.3;11.5
"2013-04-12";"01:06:37";86.3;11.2
"2013-04-12";"01:01:37";81.9;12.2
"2013-04-12";"01:01:36";86.2;11
"2013-04-12";"00:57:49";;
"2013-04-12";"00:56:36";86.2;10.9
"2013-04-12";"00:51:36";86.2;10.5
"2013-04-12";"00:46:35";86.1;10.2
"2013-04-12";"00:41:35";86.1;10.3
"2013-04-12";"00:36:34";86.1;10.2
"2013-04-12";"00:31:34";86.1;10
"2013-04-12";"00:26:33";86.1;10.1
"2013-04-12";"00:21:33";86.1;9.9
"2013-04-12";"00:16:33";81.9;11.4
"2013-04-12";"00:16:32";86.1;9.9
"2013-04-12";"00:11:32";86.1;9.9
"2013-04-12";"00:06:32";86.1;9.8
"2013-04-12";"00:01:31";86.1;9.9
"2013-04-12";"00:00:00";;
"2013-04-11";"23:59:58";;
"2013-04-11";"23:56:31";82;11.7
"2013-04-11";"23:56:30";86.1;9.8
"2013-04-11";"23:51:30";86.1;9.9
"2013-04-11";"23:46:30";86.1;10
"2013-04-11";"23:41:29";86.2;10.1
"2013-04-11";"23:36:29";86.2;10.2
"2013-04-11";"23:31:28";86.2;10.4
"2013-04-11";"23:30:36";;
"2013-04-11";"23:26:28";86.2;10.6
"2013-04-11";"23:21:27";86.3;10.6
"2013-04-11";"23:16:27";86.3;10.7
"2013-04-11";"23:11:27";82;12.4
"2013-04-11";"23:11:26";86.3;10.8
"2013-04-11";"23:06:26";86.3;10.8
"2013-04-11";"23:01:26";86.3;10.8
"2013-04-11";"22:56:25";86.3;11.2
"2013-04-11";"22:51:25";86.3;11
"2013-04-11";"22:46:24";86.3;10.9
"2013-04-11";"22:41:24";86.3;10.9
"2013-04-11";"22:36:23";86.3;11.2
"2013-04-11";"22:31:23";86.4;11.5
"2013-04-11";"22:26:23";82.2;13.4
"2013-04-11";"22:26:22";86.4;11.9
"2013-04-11";"22:21:22";86.4;11.7
"2013-04-11";"22:16:22";86.4;11.8
"2013-04-11";"22:11:21";86.5;12.1
"2013-04-11";"22:06:21";86.5;12.4
"2013-04-11";"22:01:20";86.5;12.6
"2013-04-11";"21:56:20";86.5;12.7
"2013-04-11";"21:51:19";86.5;12.8
"2013-04-11";"21:46:19";86.5;12.9
"2013-04-11";"21:41:18";86.5;13
"2013-04-11";"21:36:18";86.5;13
"2013-04-11";"21:31:17";86.5;13
"2013-04-11";"21:26:17";86.5;12.9
"2013-04-11";"21:21:17";86.5;12.9
"2013-04-11";"21:16:16";86.5;12.7
"2013-04-11";"21:11:16";86.5;12.4
"2013-04-11";"21:06:15";86.5;12.5
"2013-04-11";"21:01:15";86.5;12.5
"2013-04-11";"20:56:14";86.5;12.6
"2013-04-11";"20:51:14";86.5;12.6
"2013-04-11";"20:46:13";86.5;12.7
"2013-04-11";"20:41:13";86.5;12.8
"2013-04-11";"20:36:12";86.5;12.7
"2013-04-11";"20:31:12";86.5;12.8
"2013-04-11";"20:26:11";86.5;12.8
"2013-04-11";"20:21:11";86.5;12.8
"2013-04-11";"20:16:11";82.3;14.1
"2013-04-11";"20:16:10";86.6;13
"2013-04-11";"20:11:10";86.6;13
"2013-04-11";"20:06:10";86.6;13
"2013-04-11";"20:01:09";86.6;13.1
"2013-04-11";"19:56:09";86.6;13.2
"2013-04-11";"19:51:08";86.6;13.2
"2013-04-11";"19:46:08";86.6;13.3
"2013-04-11";"19:41:07";86.6;13.3
"2013-04-11";"19:36:07";86.6;13.5
"2013-04-11";"19:31:06";86.6;13.6
"2013-04-11";"19:26:06";86.6;13.7
"2013-04-11";"19:21:06";86.6;13.8
"2013-04-11";"19:16:05";86.6;13.9
"2013-04-11";"19:11:05";86.6;13.8
"2013-04-11";"19:06:04";86.6;13.6
"2013-04-11";"19:01:04";86.6;13.3
"2013-04-11";"18:56:03";86.6;13.2
"2013-04-11";"18:51:03";86.6;13.4
"2013-04-11";"18:46:02";86.6;13.6
"2013-04-11";"18:41:02";86.6;13.8
"2013-04-11";"18:36:02";82.4;15.8
"2013-04-11";"18:36:01";86.7;13.9
"2013-04-11";"18:31:01";86.7;14.1
"2013-04-11";"18:26:01";86.7;14.6
"2013-04-11";"18:21:00";86.7;14.6
"2013-04-11";"18:16:00";86.8;14.8
"2013-04-11";"18:10:59";86.8;15
"2013-04-11";"18:05:59";86.8;15
"2013-04-11";"18:00:58";86.8;15.1
"2013-04-11";"17:55:58";86.8;15.2
"2013-04-11";"17:50:57";86.8;15.2
"2013-04-11";"17:45:57";86.8;15.2
"2013-04-11";"17:40:57";82.6;16.8
"2013-04-11";"17:40:56";86.8;15.1
"2013-04-11";"17:35:56";86.8;15
"2013-04-11";"17:30:56";86.8;15
"2013-04-11";"17:25:55";86.8;15.1
"2013-04-11";"17:20:55";86.7;15.3
"2013-04-11";"17:15:54";85;15.7
"2013-04-11";"17:10:54";83.7;16
"2013-04-11";"17:05:53";83.3;15.9
"2013-04-11";"17:00:53";80.7;16.4
"2013-04-11";"16:55:52";78.2;16.8
"2013-04-11";"16:50:52";76.7;17
"2013-04-11";"16:45:52";68.1;19.8
"2013-04-11";"16:45:51";76.7;17
"2013-04-11";"16:40:51";75.8;17.1
"2013-04-11";"16:35:51";70.9;17.8
"2013-04-11";"16:30:50";67.7;18.3
"2013-04-11";"16:25:50";66.4;18.8
"2013-04-11";"16:20:49";69.3;18
"2013-04-11";"16:15:49";67.3;18.1
"2013-04-11";"16:10:48";56.5;20.2
"2013-04-11";"16:08:30";;
"2013-04-11";"16:05:48";41.9;25.3
"2013-04-11";"16:00:47";40.9;26.2
"2013-04-11";"15:58:30";;
"2013-04-11";"15:55:56";;
"2013-04-11";"15:55:47";47.8;23.2
"2013-04-11";"15:50:46";45.4;24.3
"2013-04-11";"15:45:46";44.2;24.7
"2013-04-11";"15:40:45";45.8;24.2
"2013-04-11";"15:35:45";54;22.2
"2013-04-11";"15:30:44";56.1;21.3
"2013-04-11";"15:28:04";;
"2013-04-11";"15:26:05";;
"2013-04-11";"15:25:44";56.9;21.3
"2013-04-11";"15:22:17";;
"2013-04-11";"15:20:43";58.1;20.9
"2013-04-11";"15:15:43";62.6;19.8
"2013-04-11";"15:10:42";64.6;19.5
"2013-04-11";"15:05:42";71.2;17.8
"2013-04-11";"15:00:41";67.8;18.3
"2013-04-11";"14:57:54";;
"2013-04-11";"14:55:41";55.1;21.4
"2013-04-11";"14:50:41";38.1;29.3
"2013-04-11";"14:50:40";51.6;22.4
"2013-04-11";"14:45:40";52.5;22.1
"2013-04-11";"14:40:40";54.1;22.4
"2013-04-11";"14:35:39";52.8;22.5
"2013-04-11";"14:30:39";53.3;22.1
"2013-04-11";"14:25:38";56.3;22
"2013-04-11";"14:20:38";47;24.4
"2013-04-11";"14:15:37";45.8;25.4
"2013-04-11";"14:10:37";45.2;24.9
"2013-04-11";"14:05:36";42.1;25.9
"2013-04-11";"14:00:36";48.5;24
"2013-04-11";"13:55:35";48.7;23.8
"2013-04-11";"13:50:35";44.9;25.2
"2013-04-11";"13:45:34";49.6;23.9
"2013-04-11";"13:40:34";52.5;22.8
"2013-04-11";"13:35:33";52.8;22.8
"2013-04-11";"13:30:33";47.3;24.4
"2013-04-11";"13:25:32";53.7;22.5
"2013-04-11";"13:20:32";55.6;21.8
"2013-04-11";"13:15:31";56;22.2
"2013-04-11";"13:10:31";47.8;24.2
"2013-04-11";"13:05:31";34.4;30.8
"2013-04-11";"13:05:30";52.6;23.1
"2013-04-11";"13:00:30";50.3;23.3
"2013-04-11";"12:55:30";56.1;21.8
"2013-04-11";"12:53:07";;
"2013-04-11";"12:50:29";56.6;21.1
"2013-04-11";"12:45:29";63.2;19.5
"2013-04-11";"12:40:28";61;19.8
"2013-04-11";"12:35:28";55.2;21.3
"2013-04-11";"12:30:27";45.2;23.3
"2013-04-11";"12:26:19";;
"2013-04-11";"12:25:27";32.2;26.7
"2013-04-11";"12:24:54";;
"2013-04-11";"12:20:26";31.9;26.6
"2013-04-11";"12:20:07";;
"2013-04-11";"12:15:26";29.5;26.6
"2013-04-11";"12:10:25";31.9;26.7
"2013-04-11";"12:09:36";;
"2013-04-11";"12:05:25";37.4;23.7
"2013-04-11";"12:04:36";;
"2013-04-11";"12:00:24";30;26.9
"2013-04-11";"11:57:23";;
"2013-04-11";"11:55:24";37.5;23
"2013-04-11";"11:53:29";;
"2013-04-11";"11:50:23";33;25.6
"2013-04-11";"11:45:23";31.9;27.9
"2013-04-11";"11:40:22";26.7;29.2
"2013-04-11";"11:36:54";;
"2013-04-11";"11:35:22";31.6;26.3
"2013-04-11";"11:30:21";37.3;24.4
"2013-04-11";"11:25:21";30.9;26.6
"2013-04-11";"11:20:20";37.1;26
"2013-04-11";"11:15:20";42.1;23.2
"2013-04-11";"11:10:20";47.5;23
"2013-04-11";"11:10:19";39.2;23.4
"2013-04-11";"11:05:19";38.8;24.1
"2013-04-11";"11:00:19";44.5;25.5
"2013-04-11";"11:00:18";35.8;25.1
"2013-04-11";"10:55:18";38.5;25.1
"2013-04-11";"10:50:18";41.9;22.6
"2013-04-11";"10:45:17";47.1;22.2
"2013-04-11";"10:40:16";42.6;24.1
"2013-04-11";"10:35:16";40;24
"2013-04-11";"10:30:16";39.1;25
"2013-04-11";"10:30:15";44.4;23
"2013-04-11";"10:25:15";39.8;23.9
"2013-04-11";"10:20:14";44.4;22.3
"2013-04-11";"10:15:14";43.1;23.6
"2013-04-11";"10:10:14";41.8;24.8
"2013-04-11";"10:10:13";39.9;24.3
"2013-04-11";"10:05:13";46.3;22.8
"2013-04-11";"10:00:12";47.5;22
"2013-04-11";"09:55:12";43.8;23
"2013-04-11";"09:50:11";46.9;21.8
"2013-04-11";"09:45:11";41.5;24.3
"2013-04-11";"09:40:10";44.1;23.1
"2013-04-11";"09:35:10";40.5;23.4
"2013-04-11";"09:30:09";39;24.4
"2013-04-11";"09:25:09";56.3;20.8
"2013-04-11";"09:20:08";53.4;19.2
"2013-04-11";"09:15:08";52.9;20.2
"2013-04-11";"09:10:08";52.1;23.4
"2013-04-11";"09:10:07";49.4;22
"2013-04-11";"09:05:07";56.3;20.4
"2013-04-11";"09:00:07";56.2;19.9
"2013-04-11";"08:55:06";55;19.9
"2013-04-11";"08:50:06";56;20
"2013-04-11";"08:45:05";64;18.9
"2013-04-11";"08:40:05";63.8;17.8
"2013-04-11";"08:35:04";64;18.1
"2013-04-11";"08:30:04";65.8;16.9
"2013-04-11";"08:25:03";64.6;17.2
"2013-04-11";"08:20:03";68.1;16.5
"2013-04-11";"08:15:02";67.1;16.1
"2013-04-11";"08:10:02";69.8;15.7
"2013-04-11";"08:05:02";57;20.2
"2013-04-11";"08:05:01";73.5;14.9
"2013-04-11";"08:00:01";74.1;14.7
"2013-04-11";"07:55:01";76.1;14.2
"2013-04-11";"07:50:00";77.5;13.7
"2013-04-11";"07:45:00";77.7;13.6
"2013-04-11";"07:39:59";80.3;13.2
"2013-04-11";"07:34:59";80.9;13.2
"2013-04-11";"07:29:58";79;13.4
"2013-04-11";"07:24:58";78.9;13.8
"2013-04-11";"07:19:57";81.2;13.2
"2013-04-11";"07:14:57";80.3;13.5
"2013-04-11";"07:09:56";80.5;13.3
"2013-04-11";"07:04:56";84.7;12.2
"2013-04-11";"06:59:55";86.3;10.9
"2013-04-11";"06:54:55";86.2;10.3
"2013-04-11";"06:49:54";86.1;10
"2013-04-11";"06:47:02";;
"2013-04-11";"06:44:54";86.1;9.7
"2013-04-11";"06:39:53";86;9.3
"2013-04-11";"06:34:53";85.9;8.9
"2013-04-11";"06:29:52";85.9;8.7
"2013-04-11";"06:24:52";85.9;8.4
"2013-04-11";"06:19:52";81.7;10.3
"2013-04-11";"06:19:51";85.9;8.2
"2013-04-11";"06:14:51";85.9;8.3
"2013-04-11";"06:09:51";85.9;8.3
"2013-04-11";"06:04:50";85.9;8.2
"2013-04-11";"05:59:50";85.9;8.5
"2013-04-11";"05:54:49";85.9;8.4
"2013-04-11";"05:49:49";85.9;8.3
"2013-04-11";"05:44:48";85.9;8.4
"2013-04-11";"05:39:48";85.9;8.5
"2013-04-11";"05:34:48";81.6;10
"2013-04-11";"05:34:47";85.9;8.4
"2013-04-11";"05:29:47";85.9;8.7
"2013-04-11";"05:24:47";85.9;8.7
"2013-04-11";"05:19:46";85.9;8.6
"2013-04-11";"05:14:46";85.9;8.4
"2013-04-11";"05:09:45";85.9;8.2
"2013-04-11";"05:04:45";85.8;7.9
"2013-04-11";"04:59:44";85.8;7.6
"2013-04-11";"04:54:44";85.8;7.3
"2013-04-11";"04:49:44";81.6;9.5
"2013-04-11";"04:49:43";85.8;7.5
"2013-04-11";"04:44:43";85.8;7.7
"2013-04-11";"04:39:43";81.7;9.6
"2013-04-11";"04:39:42";85.9;7.8
"2013-04-11";"04:34:42";85.9;7.8
"2013-04-11";"04:29:42";85.9;8.2
"2013-04-11";"04:24:41";85.9;8.1
"2013-04-11";"04:19:41";85.9;8.4
"2013-04-11";"04:14:40";85.9;8.4
"2013-04-11";"04:09:40";86;8.5
"2013-04-11";"04:04:39";86;8.6
"2013-04-11";"03:59:39";86;9
"2013-04-11";"03:54:39";81.8;11
"2013-04-11";"03:54:38";86;9.4
"2013-04-11";"03:49:38";86.1;9.6
